Category	Bin	Completeness	Contamination	GC_content	N50	N_contigs	Size	Classification	p	c	o	f	g	s	Annotated.at.the.species.level
Environment	CRR283009_bin.36	92.59	1.872	0.621	131446	31	2902140	d__Bacteria	others	c__Eremiobacteria	o__Baltobacterales	f__Baltobacteraceae	g__	s__	No
Environment	SRR18577069_metabat2_bin.14	94.11	2.05	62.16	8497	495	3020490	d__Bacteria	others	c__Eremiobacteria	o__UBP12	f__UBA5184	g__Palsa-1515	s__	No
Environment	SRR18576995_metabat2_bin.3	94.14	0.08	61.71	16644	324	3300424	d__Bacteria	others	c__Eremiobacteria	o__UBP12	f__UBA5184	g__	s__	No
Environment	SRR22259296_bin.19	96.65	2.777	0.683	133003	53	4113286	d__Bacteria	others	c__Eremiobacteria	o__Baltobacterales	f__Baltobacteraceae	g__Elarobacter	s__	No
Clinical	SRR5405675_bin.2	100	0.375	0.269	160872	14	665851	d__Bacteria	p__Firmicutes	c__Bacilli	o__Mycoplasmatales	f__Metamycoplasmataceae	g__Metamycoplasma	s__Metamycoplasma hominis	Yes
Clinical	SRR3726351_bin.1	99.04	0.142	0.253	173465	7	720326	d__Bacteria	p__Firmicutes	c__Bacilli	o__Mycoplasmatales	f__Mycoplasmoidaceae	g__Ureaplasma	s__Ureaplasma parvum	Yes
Clinical	SRR17827925.bin_34	91.57	0	26.2	30644	2	1164525	d__Bacteria	p__Firmicutes	c__Bacilli	o__RF39	f__CAG-1000	g__CAG-628	s__CAG-628 sp000438415	Yes
Clinical	SRR159100501.bin_57	100	0.12	27.8	70781	1	1299278	d__Bacteria	p__Firmicutes	c__Bacilli	o__RF39	f__CAG-611	g__CAG-417	s__CAG-417 sp000432835	Yes
Clinical	SRR17827919.bin_28	97.4	0.78	35.1	17232	18	1320224	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus_G	s__Lactobacillus_G sanfranciscensis	Yes
Clinical	SRR8942424_bin.1	90.81	1.104	0.342	9113	234	1419949	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus jensenii	Yes
Clinical	SRR17827819.bin_25	93.82	0	27	74933	4	1424005	d__Bacteria	p__Firmicutes	c__Bacilli	o__RF39	f__CAG-611	g__UBA7057	s__	No
Clinical	SRR17827925.bin_44	91.57	0	26.5	113084	10	1447590	d__Bacteria	p__Firmicutes	c__Bacilli	o__RF39	f__CAG-1000	g__CAG-460	s__	No
Clinical	ERR3405724_bin.6	93.25	0	0.39	201644	10	1571247	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus infantis	Yes
Clinical	SRR17827860.bin_8	99.44	0	43.8	134693	3	1585505	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Leuconostoc	s__Leuconostoc lactis_B	Yes
Clinical	ERR3405269_bin.4	98.65	0.659	0.409	17680	123	1592029	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Weissella	s__Weissella viridescens	Yes
Clinical	SRR8692227_bin.18	96.09	2.594	0.374	61539	52	1596747	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Absicoccus	s__Absicoccus sp000434355	Yes
Environment	SRR18576998_metabat2_bin.37	93.87	4.72	45.79	16888	146	1609736	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__GWE2-51-13	s__	No
Clinical	ERR3406290_bin.3	99.62	0.105	0.374	137787	28	1716061	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus lutetiensis	Yes
Clinical	ERR3405837_bin.1	100	0	0.392	240946	13	1717920	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus infantis_B	Yes
Clinical	SRR6795033_bin.8	98.45	0.455	0.418	30304	88	1741991	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus gastricus	Yes
Clinical	SRR5273892_bin.3	99.62	0.374	0.372	79773	37	1746827	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus equinus	Yes
Clinical	ERR3404680_bin.1	98.87	1.978	0.402	27616	98	1869352	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_L	Yes
Clinical	ERR525695_bin.6	95.43	1.947	0.401	15167	170	1871790	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_D	Yes
Clinical	ERR3406055_bin.10	98.37	0	0.37	48668	66	1893789	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus gigeriorum	Yes
Clinical	SRR5963175_bin.2	100	0	0.411	302821	13	1900829	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus halitosis	Yes
Clinical	ERR3405047_bin.5	98.37	0	0.361	41617	81	1913563	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus kalixensis	Yes
Clinical	ERR3405335_bin.4	100	0	0.401	471279	13	1914289	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp001650315	Yes
Clinical	ERR3405513_bin.7	99.62	0	0.399	64580	55	1931903	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus pseudopneumoniae_E	Yes
Clinical	ERR3405835_bin.6	99.22	0	0.346	595702	7	1943846	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus paragasseri	Yes
Environment	SRR18577005_vamb_S1C2708	99.06	0.94	33.57	231966	17	1990555	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA2212	s__	No
Clinical	SRR4052041_bin.4	99.37	1.63	0.52	102849	37	2003123	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus antri	Yes
Clinical	ERR3404930_bin.5	100	1.132	0.386	146485	19	2014744	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus garvieae	Yes
Clinical	SRR6795028_bin.2	100	0.561	0.416	116542	28	2040232	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus lactarius	Yes
Clinical	SRR15910054.bin_45	97.88	1.35	35.1	42016	2	2045610	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Faecalitalea	s__Faecalitalea cylindroides	Yes
Clinical	ERR3404703_bin.4	99.02	0.092	0.365	134440	28	2077119	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus crispatus	Yes
Clinical	ERR3405265_bin.1	100	0.374	0.392	70679	42	2080706	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus infantis_F	Yes
Clinical	SRR1591006763.bin_7	99.18	0	46.7	292859	1	2086722	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus_H	s__Lactobacillus_H mucosae	Yes
Clinical	SRR1782784863.bin_12	98.9	0	49.7	19796	4	2151797	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus delbrueckii	Yes
Clinical	SRR1591006737.bin_71	97.84	2.56	39.4	93346	3	2154991	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Faecalicoccus	s__Faecalicoccus pleomorphus	Yes
Clinical	SRR1782784871.bin_17	99.38	0	42	425094	7	2160648	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Pediococcus	s__Pediococcus acidilactici	Yes
Clinical	SRR17827841.bin_19	100	0	37.8	291535	3	2203810	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Absiella	s__Absiella dolichum	Yes
Clinical	SRR17827834.bin_50	98.11	0.94	53.2	41809	14	2242256	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Merdibacter	s__	No
Clinical	ERR3405774_bin.6	99.44	0.552	0.326	169379	22	2272782	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus haemolyticus	Yes
Clinical	SRR17827891.bin_1	99.37	0	43.8	84901	1	2290193	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus_B	s__Lactobacillus_B ruminis	Yes
Clinical	SRR8942399_bin.16	97.43	0.842	0.339	37771	104	2297008	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemanella	s__Holdemanella sp003458715	Yes
Clinical	SRR5405629_bin.2	99.24	0.943	0.354	23939	165	2322729	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus cremoris	Yes
Clinical	ERR3404984_bin.5	99.81	0	0.319	199362	27	2368426	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus epidermidis	Yes
Clinical	SRR6795056_bin.1	100	0	0.336	51305	85	2397379	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Catenibacterium	s__Catenibacterium sp000437715	Yes
Clinical	ERR3406229_bin.4	99.06	0	0.443	689803	12	2435115	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lentilactobacillus	s__Lentilactobacillus buchneri	Yes
Clinical	SRR1591006771.bin_4	99.08	0.61	44.8	173709	8	2473322	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Weissella	s__Weissella confusa	Yes
Clinical	SRR6795021_bin.14	100	0	0.34	49832	91	2483324	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Catenibacterium	s__Catenibacterium mitsuokai	Yes
Clinical	SRR5405844_bin.6	99.73	0.031	0.326	141727	52	2491882	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus warneri	Yes
Clinical	SRR1782784804.bin_21	98.11	1.11	34.3	25046	2	2531703	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemanella	s__Holdemanella sp002299315	Yes
Clinical	ERR3406059_bin.1	99.06	0	0.459	399173	18	2537722	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Levilactobacillus	s__Levilactobacillus brevis	Yes
Clinical	SRR17827922.bin_34	99.06	0	30.7	112980	8	2541498	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelatoclostridiaceae	g__Erysipelatoclostridium	s__Erysipelatoclostridium sp003024675	Yes
Clinical	ERR3406035_bin.1	98.93	0	0.434	201978	27	2586448	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lentilactobacillus	s__Lentilactobacillus parabuchneri	Yes
Clinical	ERR3405504_bin.6	99.81	0.031	0.334	261610	19	2588172	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus caprae	Yes
Clinical	SRR159100534.bin_38	97.14	0	36.3	55616	5	2618119	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Solobacterium	s__	No
Clinical	ERR3405401_bin.3	99.62	0	0.374	1414163	15	2728132	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis	Yes
Clinical	SRR1591006729.bin_1	100	0	34.1	33460	2	2766031	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Absiella	s__	No
Clinical	SRR7351804_bin.7	94.33	0	0.3	29519	156	2794315	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Erysipelatoclostridium	s__Erysipelatoclostridium sp000508865	Yes
Clinical	ERR3405797_bin.2	99.62	1.123	0.419	402176	10	2803454	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_D	s__Enterococcus_D sp001297065	Yes
Clinical	ERR3405940_bin.17	98.78	0.625	0.459	238347	22	2842271	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lentilactobacillus	s__Lentilactobacillus parafarraginis	Yes
Clinical	ERR3406198_bin.5	99.62	0.842	0.377	150381	31	2857046	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_B	s__Enterococcus_B durans	Yes
Clinical	SRR17827823.bin_41	97.84	1.11	34.2	29870	4	2869468	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemanella	s__Holdemanella biformis	Yes
Clinical	SRR17827898.bin_24	91.6	1.84	34.5	53020	5	2875387	d__Bacteria	p__Firmicutes	c__Bacilli	o__Haloplasmatales	f__Turicibacteraceae	g__Turicibacter	s__Turicibacter sp001543345	Yes
Clinical	ERR3405869_bin.2	99.43	0.873	0.372	329841	19	2890540	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_C	s__Enterococcus_C sp017316025	Yes
Clinical	ERR3406075_bin.6	99.45	0	0.466	294428	17	2907997	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lacticaseibacillus	s__Lacticaseibacillus rhamnosus	Yes
Clinical	SRR8942396_bin.4	97.37	0.523	0.436	48453	94	2937524	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_C	s__Enterococcus_C diestrammenae	Yes
Clinical	SRR1591006729.bin_2	100	0	38	132892	1	2966168	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Absiella	s__Absiella sp000163515	Yes
Clinical	ERR3405652_bin.2	98.69	1.047	0.535	384607	22	3130862	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Schleiferilactobacillus	s__Schleiferilactobacillus harbinensis	Yes
Clinical	ERR3406114_bin.3	99.07	2.777	0.444	288010	20	3296162	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactiplantibacillus	s__Lactiplantibacillus plantarum	Yes
Clinical	SRR17827828.bin_9	99.06	0	29.7	118377	1	3301545	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelatoclostridiaceae	g__Erysipelatoclostridium	s__Erysipelatoclostridium sp000752095	Yes
Clinical	SRR17827912.bin_8	99.25	0.22	42.5	134578	2	3568595	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_D	s__Enterococcus_D casseliflavus	Yes
Clinical	SRR15910048.bin_33	100	0.32	50	141100	40	3609257	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemania	s__Holdemania filiformis	Yes
Clinical	SRR5405912_bin.7	99.31	3.589	0.421	333739	20	3647542	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_A	s__Enterococcus_A gilvus	Yes
Clinical	ERR3405303_bin.5	98.86	2.076	0.373	68240	93	3708940	d__Bacteria	p__Firmicutes	c__Bacilli	o__DSM-16016	f__Caldibacillaceae	g__Bacillus_J	s__Bacillus_J thermoamylovorans	Yes
Clinical	SRR15910054.bin_31	100	1.89	31.3	2786946	14	3751544	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelatoclostridiaceae	g__Coprobacillus	s__Coprobacillus cateniformis	Yes
Clinical	SRR1591006729.bin_3	100	0	31.4	434370	2	3779029	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelatoclostridiaceae	g__Erysipelatoclostridium	s__Erysipelatoclostridium ramosum	Yes
Clinical	SRR1782784811.bin_30	100	1.27	47	112234	16	3812291	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemania	s__Holdemania massiliensis	Yes
Clinical	SRR17827841.bin_2	100	0	34.8	139315	4	4009203	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Absiella	s__	No
Clinical	SRR5405715_bin.1	99.17	0	0.437	227241	27	4043197	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus spizizenii	Yes
Clinical	ERR3405937_bin.15	100	0	0.425	107575	55	4166514	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium_AQ	s__Clostridium_AQ sp000165065	Yes
Clinical	SRR5963329_bin.7	100	0	0.438	121879	50	4286586	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium_AQ	s__Clostridium_AQ sp003481775	Yes
Clinical	SRR5405894_bin.8	99.31	4.712	0.402	141466	63	4746658	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_A	s__	No
Clinical	SRR1779117_bin.7	99.71	0.327	0.55	147072	69	6048125	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus_B	s__Paenibacillus_B sp900539405	Yes
Clinical	ERR3406187_bin.6	94.29	0.335	0.405	167295	14	1555005	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA4285	s__UBA4285 sp900542465	Yes
Clinical	ERR3405821_bin.4	90.15	0	0.259	63558	78	2082670	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__CAG-274	g__JAHALF01	s__JAHALF01 sp018371275	Yes
Clinical	SRR17827852.bin_27	93.29	0	39.8	153485	2	2300452	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__	g__	s__	No
Clinical	SRR1591006730.bin_14	96.04	0.84	40.6	46486	22	2342079	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBSRR1782792214	s__	No
Clinical	SRR5963371_bin.8	98.73	0	0.376	147172	37	2376697	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalimonas	s__Faecalimonas sp900551895	Yes
Clinical	SRR17827900.bin_18	98.66	1.34	34.3	207033	1	2418104	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__CAG-274	g__CAG-274	s__	No
Clinical	SRR1591006762.bin_15	98.66	0.02	36.9	79261	2	2458847	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira sp900316325	Yes
Clinical	SRR17827847.bin_25	97.99	0	47.7	334915	3	2477537	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Anaerotignum	s__Anaerotignum sp000436415	Yes
Clinical	SRR15910053.bin_12	96.09	0.72	44.8	647524	3	2560382	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__	No
Clinical	SRR159100502.bin_12	100	0	41.6	179014	4	2562492	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio_A	s__Butyrivibrio_A sp000431815	Yes
Clinical	SRR1782784830.bin_17	99.42	0	41.4	145632	1	2602024	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Dorea	s__Dorea longicatena	Yes
Clinical	SRR17827860.bin_19	99.33	0.67	33.2	176133	1	2629807	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__CAG-274	g__CAG-274	s__CAG-274 sp000432155	Yes
Clinical	SRR17827891.bin_21	99.33	0.67	35.3	187385	1	2633988	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_G	s__Eubacterium_G sp000432355	Yes
Clinical	SRR17827869.bin_14	99.33	0	33.4	244186	1	2658332	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_G	s__Eubacterium_G sp000435815	Yes
Clinical	SRR7351679_bin.7	97.46	0	0.384	207330	32	2670596	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia hansenii	Yes
Clinical	SRR5405943_bin.7	99.36	0	0.38	111730	44	2750209	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum	s__Lachnoanaerobaculum orale	Yes
Clinical	SRR17827824.bin_11	95.32	0	41.1	50930	3	2766866	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Dorea	s__	No
Clinical	SRR1782784827.bin_20	100	0.67	32.8	673876	1	2775952	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_G	s__Eubacterium_G sp000434315	Yes
Clinical	SRR8692226_bin.3	99.22	0	0.426	56968	88	2787062	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp900547615	Yes
Clinical	SRR159100501.bin_3	99.42	0	42.5	79210	3	2801437	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalicatena	s__Faecalicatena lactaris	Yes
Clinical	SRR15910056.bin_10	99.33	0	34.5	299392	2	2806001	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_G	s__Eubacterium_G ventriosum	Yes
Clinical	SRR15910063.bin_4	99.37	0	41.6	347485	3	2826376	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Tyzzerella	s__Tyzzerella sp000411335	Yes
Clinical	SRR17827855.bin_14	99.36	0	38.6	417717	4	2845685	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia sp000436935	Yes
Clinical	ERR3406032_bin.14	99.36	0.316	0.438	149193	32	2885634	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A schinkii	Yes
Clinical	SRR1782784827.bin_6	99.42	0	41.9	97489	1	2887749	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalicatena	s__Faecalicatena torques	Yes
Clinical	SRR17827831.bin_22	99.37	0	44.9	914767	9	2903362	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__	No
Clinical	SRR15910063.bin_10	98.28	0.02	38.8	54355	2	2930865	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__TF01-11	s__TF01-11 sp003149875	Yes
Clinical	SRR17827924.bin_22	96.86	0	44.3	117492	7	2973563	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__	No
Clinical	SRR17827846.bin_27	98.19	1.6	46.3	190448	4	2995144	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-45	s__CAG-45 sp000438375	Yes
Clinical	SRR8692191_bin.3	98.34	2.066	0.477	34225	133	3004788	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Massilistercora	s__Massilistercora sp902406105	Yes
Clinical	SRR17827841.bin_10	99.37	0	40.3	111868	3	3020275	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Tyzzerella	s__Tyzzerella nexilis	Yes
Clinical	SRR17827898.bin_13	99.05	0	49.1	22696	9	3020671	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Clostridium_Q	s__Clostridium_Q sp000435655	Yes
Clinical	SRR159100675.bin_6	98.83	0	38.2	141102	6	3030075	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalicatena	s__Faecalicatena sp900066545	Yes
Clinical	SRR17827921.bin_5	98.66	0	40.5	103900	1	3041289	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_F	s__Eubacterium_F sp003491505	Yes
Clinical	SRR8692214_bin.21	96.83	2.215	0.49	152456	38	3049494	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__	No
Clinical	SRR15910067.bin_39	99.37	0	48.8	82436	17	3061227	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBSRR1782792302	s__	No
Clinical	SRR15910057.bin_5	98.28	0.19	51.7	101793	3	3074244	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eisenbergiella	s__	No
Clinical	SRR17827858.bin_2	100	0	48.3	133299	4	3084077	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-81	s__CAG-81 sp900066055	Yes
Clinical	SRR17827822.bin_38	98.73	0	52.5	70303	23	3113428	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-81	s__CAG-81 sp000435795	Yes
Clinical	SRR17827850.bin_1	100	0	48.4	884797	3	3126625	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Clostridium_Q	s__Clostridium_Q sp003024715	Yes
