Category,Bin,Completeness,Contamination,GC_content,N50,N_contigs,Size,Classification,p,c,o,f,g,s,Annotated.at.the.species.level
Clinical,SRR159100501.bin_42,99.52,1.22,40.9,437841,1,3170972,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-45,s__CAG-45 sp900066395,Yes
Environment,ERR1725997_bin.11,96.19,1.428,0.442,83691,82,3171756,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tenuifilaceae,g__MWFE01,s__MWFE01 sp002071445,Yes
Animal,SRR15023573_bin.29,95.69,3.924,0.505,11800,339,3171856,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Sporomusales_A,f__Acetonemaceae,g__Anaerosporomusa,s__,No
Animal,ERR2027906_bin.8,97.35,3.037,0.584,47590,111,3171996,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas_C,s__Selenomonas_C sp900314825,Yes
Animal,SRR15023576_bin.14,97.9,1.305,0.391,59677,91,3172583,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,No
Clinical,SRR1782784811.bin_15,99.62,0,48.6,185200,14,3174003,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Barnesiellaceae,g__Barnesiella,s__,No
Environment,SRR18577009_metabat2_bin.98,96.3,1.01,61.88,88714,86,3174370,d__Bacteria,p__Eremiobacterota,c__Eremiobacteria,o__UBP12,f__UBA5184,g__,s__,No
Clinical,SRR159100533.bin_25,98.39,0,54.3,184210,4,3174645,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__CAG-138,g__UBSRR15910067685,s__UBSRR15910067685 sp002320595,Yes
Clinical,ERR1995254_bin.49,97.42,1.32,0.507,56824,98,3174741,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides,s__Parabacteroides distasonis,Yes
Animal,ERR2027898_bin.19,90.18,0.628,0.496,80577,56,3175231,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Sodaliphilus,s__Sodaliphilus sp900318255,Yes
Animal,SRR14202217_bin.27,99.33,1.49,0.397,205967,28,3175621,d__Bacteria,p__Bacillota,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Kurthia,s__,No
Clinical,SRR16124174_bin.8,96.68,1.119,0.472,90890,51,3176032,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola barnesiae,Yes
Animal,SRR18233573_bin.43,91.61,1.342,0.583,43456,130,3176146,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Pelethomonas,s__Pelethomonas sp022800665,Yes
Clinical,SRR17827859.bin_15,97.99,0,49.2,126728,1,3176660,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus_C,s__Ruminococcus_C callidus,Yes
Environment,SRR9924790_bin.42,93.48,0.534,0.648,81432,55,3176870,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Chromobacteriaceae,g__Vogesella,s__Vogesella indigofera,Yes
Environment,SRR25018282_bin.7,96,1.108,0.377,21635,229,3177259,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Ferruginibacter,s__,No
Environment,SRR13727526_bin.23,98.43,4.534,0.676,25590,173,3177932,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium lacus,Yes
Environment,ERR1713387_bin.8,92.72,3.01,0.497,74744,100,3178371,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__,s__,No
Clinical,SRR17048938_bin.5,96.65,0.74,0.531,32958,152,3178468,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900553965,Yes
Animal,ERR2027893_bin.64,96.26,0.574,0.401,24936,246,3179091,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales_A,f__Succinivibrionaceae,g__UBA2804,s__UBA2804 sp902761645,Yes
Environment,SRR21778131_bin.20,97.68,4.835,0.649,24862,237,3180762,d__Bacteria,p__Dormibacterota,c__Dormibacteria,o__CF-121,f__CF-121,g__CF-13,s__,No
Environment,SRR8404395_bin.14,99.97,0.649,0.675,245148,24,3180882,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__Brevundimonas aurantiaca,Yes
Animal,SRR29429272_bin.14,94.91,1.898,0.548,180596,352,3181030,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Ventrisoma,s__Ventrisoma faecale,Yes
Environment,ERR1713394_bin.51,92.11,1.219,0.659,45640,136,3181121,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_C,g__Verticiella,s__,No
Clinical,SRR17827904.bin_10,94.11,0,32.3,18682,8,3181407,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospira,s__,No
Clinical,SRR21615077_bin.4,99.24,0.125,0.405,320027,30,3181922,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_D,s__Enterococcus_D gallinarum,Yes
Environment,SRR21524766_bin.37,98.33,0.404,0.673,22486,212,3182496,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__CAIYZT01,s__,No
Clinical,SRR17827840.bin_4,99.33,0,42.6,179354,1,3182681,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Coprococcus,s__,No
Clinical,SRR18191179_bin.46,94.73,2.729,0.472,69602,90,3182833,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Sellimonas,s__Sellimonas sp904393575,Yes
Clinical,SRR17827847.bin_37,98.79,0.27,60.1,90714,3,3183027,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__,s__,No
Clinical,SRR17827849.bin_6,100,0,43.6,186715,1,3183308,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-56,s__CAG-56 sp900066615,Yes
Environment,SRR8208343_bin.36,92.67,2.16,0.621,12371,357,3184661,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Thiobacillaceae,g__PFJX01,s__,No
Environment,SRR11674048_bin.35,93.87,2.178,0.635,21765,252,3184929,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Dokdonella,s__Dokdonella sp016707485,Yes
Animal,SRR15023581_bin.63,95.68,1.573,0.475,27121,194,3185797,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema_D sp016288205,Yes
Animal,SRR29449919_bin.38,95.8,1.9,0.713,10324,447,3186000,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Dermabacteraceae,g__Brachybacterium,s__Brachybacterium massiliense,Yes
Environment,ERR1713355_bin.22,91.05,2.817,0.653,21102,231,3186258,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__Propionivibrio,s__,No
Environment,SRR18577028_metabat2_bin.86,94.61,0.22,59.42,27257,201,3186500,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Polaromonas,s__,No
Environment,SRR5002403_bin.42,95.86,0.869,52.8,67607,95,3187067,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__UBA2966,f__UBA2966,g__UBA2966,s__,No
Environment,SRR5002379_bin.45,97.12,0.099,53.45,22265,224,3187380,d__Bacteria,p__Sumerlaeota,c__Sumerlaeia,o__MVZB01,f__MVZB01,g__,s__,No
Clinical,SRR17827853.bin_12,98.03,0,52,67994,1,3187596,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp003447235,Yes
Environment,SRR18577045_metabat2_bin.27,90.05,3.85,59.73,10267,442,3187646,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Polaromonas,s__,No
Animal,SRR15023587_bin.15,90.43,0.74,0.543,67714,64,3188082,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp902771785,Yes
Animal,SRR21163443_bin.77,90.15,3.118,0.409,31935,190,3188182,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnoclostridium_B,s__,No
Environment,SRR13727525_bin.2,94.89,1.717,0.357,13366,358,3188370,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Lutibacter,s__,No
Clinical,SRR12672306_bin.2,96.61,1.34,49.28,10531,378,3189458,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Evtepia,s__Evtepia sp004556345,Yes
Animal,SRR17230211_bin.27,95.86,1.81,0.582,16468,299,3189931,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__QXXE01,s__QXXE01 sp009911355,Yes
Animal,SRR29536164_bin.41,93.45,0,0.511,51122,77,3191983,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__,s__,No
Environment,SRR11674008_bin.12,90.02,1.248,0.602,36416,135,3192209,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Aquimonas,s__Aquimonas sp002068275,Yes
Clinical,SRR18191116_bin.40,98.63,0,0.596,122277,64,3192329,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Gemmiger,s__Gemmiger sp905214345,Yes
Clinical,SRR1950780_bin.1,96.71,0.259,0.713,40899,149,3192408,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Fen-668,s__,No
Clinical,SRR17827925.bin_15,98.66,0.19,48,133247,4,3192409,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eisenbergiella,s__Eisenbergiella sp900066775,Yes
Animal,SRR15023604_bin.29,92.19,1.858,0.535,68787,66,3192480,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA4372,s__,No
Animal,ERR2027911_bin.32,92.58,3.836,0.521,85760,73,3192822,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Sodaliphilus,s__Sodaliphilus sp900318335,Yes
Clinical,SRR14693227_bin.25,94.93,0.316,0.511,28757,143,3192854,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Merdisoma,s__Merdisoma faecalis,Yes
Environment,ERR3525245_bin.5,98.37,2.154,0.682,20704,237,3192956,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__,No
Environment,SRR8404395_bin.51,91.46,4.535,0.515,24850,192,3193343,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__DSM-6294,g__Oleibacter,s__Oleibacter sp006212115,Yes
Environment,SRR17658256_bin.6,98.9,3.846,0.698,17139,372,3193344,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,g__SZUA-320,s__,No
Environment,ERR6430840_bin.4,99.55,0.434,0.59,238853,25,3193919,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__SMXS01,f__,g__,s__,No
Environment,SRR18577057_vamb_bins_S1C4931,93.16,2.56,70.88,60614,82,3194166,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8139,g__,s__,No
Environment,SRR18577017_vamb_S1C3394,98.99,0.9,70.34,289743,16,3194757,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Rhodoglobus,s__,No
Clinical,SRR15910067.bin_8,98.63,0,42.5,2240877,1,3195664,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus_D,s__Ruminococcus_D bicirculans,Yes
Environment,SRR25018328_bin.27,98.93,2.114,0.315,121573,61,3196138,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium celericrescens,Yes
Environment,SRR13727540_bin.6,97.09,0.906,0.352,122510,49,3196343,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Lutibacter,s__,No
Clinical,SRR17827877.bin_18,99.11,0,55.3,81810,3,3196623,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAG-110,s__,No
Animal,SRR29757224_bin.108,99.66,0.981,0.476,117249,73,3196778,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Butyricicoccus,s__,No
Environment,ERR1051326_bin.15,92.16,1.657,0.555,15085,338,3197286,d__Bacteria,p__Bacteroidota,c__UBA10030,o__UBA10030,f__SZUA-254,g__,s__,No
Animal,SRR15023583_bin.62,96.83,0,0.425,21293,253,3197477,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales_A,f__Succinivibrionaceae,g__UBA2804,s__UBA2804 sp900319705,Yes
Animal,SRR15023592_bin.32,99.3,2.097,0.479,217503,41,3197740,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,No
Clinical,SRR12442178_bin.12,99.32,0,40.53,178726,42,3197786,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Wujia,s__Wujia chipingensis,Yes
Animal,SRR21163436_bin.99,90.3,2.95,0.428,32263,143,3198029,d__Bacteria,p__Bacillota_B,c__Peptococcia,o__Peptococcales,f__Peptococcaceae,g__UBA7185,s__UBA7185 sp900556545,Yes
Environment,SRR13727524_bin.28,94.23,2.651,0.674,37969,124,3198095,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Phenylobacterium,s__,No
Environment,SRR9924783_bin.76,98.89,0.975,0.6,82089,76,3198335,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__SG8-41,g__Ga0077527,s__,No
Clinical,SRR17827860.bin_11,98.73,1.9,48.8,82411,5,3198523,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBSRR1782792302,s__,No
Clinical,SRR13077684_bin.7,99.33,0,51.97,37041,131,3198750,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium longum,Yes
Clinical,SRR17827819.bin_7,96.31,0,44,73033,4,3200130,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__TF01-11,s__TF01-11 sp001916135,Yes
Environment,SRR8208344_bin.27,97.98,1.342,0.396,38403,177,3200811,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus,s__Ruminococcus sp022641595,Yes
Animal,SRR28497701_bin.3,90.76,2.416,0.434,119431,72,3201473,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__43-108,s__43-108 sp001915545,Yes
Clinical,SRR17648426_bin.14,97.98,0.671,0.423,85015,65,3201483,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-590,s__CAG-590 sp900544905,Yes
Environment,SRR8404394_bin.18,99.83,1.298,0.638,193817,30,3201699,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Maricaulaceae,g__Oceanicaulis,s__Oceanicaulis sp000152745,Yes
Animal,SRR29354200_bin.19,97.58,2.419,0.275,152716,50,3201727,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__,No
Environment,SRR8208346_bin.51,98.84,1.247,0.648,35125,144,3202752,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingopyxis,s__,No
Animal,SRR29757237_bin.53,99.19,1.612,0.597,40531,27,3203406,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__Egerieenecus,s__,No
Animal,SRR29354207_bin.1,98.08,0.212,0.444,64004,382,3204448,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__Blautia sp944380235,Yes
Environment,SRR25018382_bin.13,95.24,0.723,0.673,27910,214,3204528,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__,No
Environment,SRR16108671_bin.29,91.19,2.847,0.402,19582,241,3204663,d__Bacteria,p__Planctomycetota,c__Brocadiia,o__Brocadiales,f__Brocadiaceae,g__Kuenenia,s__Kuenenia sp016873165,Yes
Environment,SRR6144753_bin.80,98.39,0.3,0.454,58719,100,3204848,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Nitrincolaceae,g__Neptuniibacter,s__,No
Clinical,SRR17827823.bin_61,99.37,2.8,42,72769,17,3204987,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__Blautia_A sp000285855,Yes
Environment,SRR18577075_metabat2_bin.17,97.01,0.45,67.64,199550,34,3205790,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas melonis,Yes
Environment,SRR25018328_bin.17,97.01,1.727,0.353,46037,124,3206396,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__UBA11063,g__Aquella,s__,No
Animal,CRR657436_bin.1,97.98,0.671,0.33,130977,43,3206790,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-603,s__,No
Environment,SRR6144754_bin.1,92.54,1,0.708,16008,256,3206823,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Dietzia,s__Dietzia maris,Yes
Environment,SRR16108674_bin.33,91.81,0.718,0.702,24728,210,3207017,d__Bacteria,p__Actinomycetota,c__Thermoleophilia,o__UBA2241,f__UBA2241,g__UBA6103,s__,No
Animal,ERR2027898_bin.27,99.76,0.233,0.408,175224,32,3207086,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema_D sp900319625,Yes
Environment,SRR13727531_bin.57,90.38,0.737,0.524,20528,212,3207399,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_C,g__Zwartia,s__,No
Environment,SRR22259308_bin.8,92.51,2.564,0.642,10241,440,3207498,d__Bacteria,p__Acidobacteriota,c__Aminicenantia,o__Aminicenantales,f__RBG-16-66-30,g__RBG-16-66-30,s__RBG-16-66-30 sp017883305,Yes
Environment,SRR8205411_bin.51,91.94,1.751,0.506,6960,603,3207914,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__ELB16-189,s__ELB16-189 sp020635915,Yes
Environment,ERR1713397_bin.31,93.84,4.6,0.589,13865,361,3207978,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Aquisediminimonas,s__,No
Clinical,SRR13077904_bin.7,99.19,1.7,27.88,89331,48,3208490,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium adolescentis,Yes
Environment,SRR25018314_bin.18,96.81,0.606,0.697,137007,41,3208679,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Pararhodobacter,s__,No
Animal,SRR24359757_bin.26,98.27,0.656,0.489,126881,52,3209820,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__VSOB01,s__VSOB01 sp910587155,Yes
Environment,SRR8208348_bin.22,94.89,1.395,0.384,17663,262,3210862,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Ferruginibacter,s__,No
Environment,SRR25018335_bin.9,92.26,3.037,0.661,43890,99,3211192,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_B,g__Malikia,s__,No
Animal,SRR20930602_bin.16,99.32,3.355,0.437,123742,51,3211396,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerostipes,s__Anaerostipes hominis,Yes
Clinical,SRR14355386_bin.3,97.31,0.493,0.494,113194,49,3212228,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp002265625,Yes
Environment,SRR8581481_bin.5,94.65,1.32,0.345,86504,61,3212684,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Winogradskyella,s__,No
Animal,SRR15023599_bin.11,98.22,2.415,0.452,50622,101,3213230,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__NK4A144,s__,No
Clinical,SRR159100501.bin_13,95.48,0,45.6,90263,2,3213906,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__TF01-11,s__TF01-11 sp003524945,Yes
Animal,SRR20930603_bin.8,97.09,0.671,0.437,42813,139,3214043,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminiclostridium_E,s__Ruminiclostridium_E sp910585505,Yes
Environment,ERR1051326_bin.46,98.98,1.351,0.55,192197,25,3214640,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__UBA10450,g__Udaeobacter,s__,No
Clinical,SRR18191129_bin.15,92.61,1.006,0.469,141760,42,3214904,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerobutyricum,s__Anaerobutyricum stercoris,Yes
Clinical,SRR17827858.bin_32,92.5,0.67,55.1,21803,27,3215184,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Butyricicoccus,s__,No
Clinical,SRR17827810.bin_11,98.66,0,35.5,41169,2,3215250,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospira,s__,No
Clinical,SRR1782784825.bin_33,98.66,0,59.8,29959,5,3216319,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Oscillibacter,s__Oscillibacter sp900066435,Yes
Animal,SRR20930591_bin.67,90.2,1.392,0.533,7591,539,3217144,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA3402,s__UBA3402 sp910577935,Yes
Animal,SRR14202212_bin.26,98.21,1.524,0.448,86035,127,3217794,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Hungatella_A,s__,No
Animal,SRR18233573_bin.22,95.32,0,0.439,85628,60,3218626,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__MD308,s__MD308 sp010206225,Yes
Clinical,SRR14355424_bin.13,97.68,0,0.474,80580,66,3219002,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp934230115,Yes
Environment,SRR6144761_bin.11,90.91,2.851,0.552,12434,335,3219847,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__Ponticaulis,s__,No
Clinical,SRR17827834.bin_44,96.2,1.34,57.7,266835,21,3220082,	d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Feifaniaceae,g__,s__,No
Environment,SRR16108666_bin.17,91.75,1.098,0.685,47441,175,3220580,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__PNKL01,s__PNKL01 sp016871855,Yes
Clinical,SRR17827914.bin_8,98.66,0,41.6,140960,1,3221127,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__TF01-11,s__TF01-11 sp003529475,Yes
Environment,SRR6144753_bin.75,92.6,2.283,0.599,23008,199,3221173,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__Henriciella,s__Henriciella pelagia,Yes
Animal,SRR15023584_bin.1,97.61,3.332,0.409,80965,72,3221429,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp905236755,Yes
Environment,SRR13727540_bin.18,99.36,0.511,0.649,178947,30,3221544,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,s__,No
Environment,ERR2592256_bin.1,95.47,3.431,0.378,48516,103,3221988,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Epilithonimonas,s__Epilithonimonas tenax,Yes
Clinical,SRR21144643_bin.10,96.19,2.804,0.382,19518,270,3222295,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sputigena,Yes
